name,rating,review_count,price_level,primary_type,business_status,lat,lon,neighborhood,search_type
Vons,4.1,990.0,,grocery_store,OPERATIONAL,34.0302194,-118.4014345,Culver City,bakery
Bianca,4.4,569.0,2.0,restaurant,OPERATIONAL,34.0269027,-118.38830019999997,Culver City,bakery
Sidecar Doughnuts & Coffee,4.1,256.0,,donut_shop,OPERATIONAL,34.0171604,-118.4060595,Culver City,bakery
Lonzo's Restaurant,4.6,931.0,2.0,peruvian_restaurant,OPERATIONAL,34.014972,-118.4071946,Culver City,bakery
Nothing Bundt Cakes,4.2,30.0,2.0,cake_shop,OPERATIONAL,34.0167308,-118.40652050000001,Culver City,bakery
Noah's NY Bagels,4.0,440.0,1.0,bagel_shop,OPERATIONAL,34.0271428,-118.3928675,Culver City,bakery
Pop’s Bagels,4.4,482.0,2.0,bagel_shop,OPERATIONAL,34.0244241,-118.39362639999999,Culver City,bakery
Sweet Wheat,4.3,247.0,,bakery,OPERATIONAL,34.025204099999996,-118.3937885,Culver City,bakery
Mustard's Bagels,4.5,80.0,,bagel_shop,OPERATIONAL,34.0140107,-118.408244,Culver City,bakery
Cold Stone Creamery,3.7,95.0,2.0,ice_cream_shop,OPERATIONAL,34.0232618,-118.3944797,Culver City,bakery
US Donuts,4.7,122.0,,donut_shop,OPERATIONAL,34.027596800000005,-118.3907268,Culver City,bakery
Donut King,4.5,194.0,1.0,donut_shop,OPERATIONAL,34.0199593,-118.40382090000001,Culver City,bakery
Coppelias Bakery & Restaurant,4.5,161.0,2.0,bakery,OPERATIONAL,34.0175826,-118.40979770000001,Culver City,bakery
Bite Catering Couture,4.9,160.0,,catering_service,OPERATIONAL,34.0289763,-118.3908664,Culver City,bakery
Vons Bakery,4.0,1.0,,bakery,OPERATIONAL,34.0301925,-118.40146329999999,Culver City,bakery
The Culver Theater,4.4,1955.0,,movie_theater,OPERATIONAL,34.023494,-118.39413119999999,Culver City,bar
Jameson's Pub - Culver City,3.9,321.0,2.0,irish_pub,OPERATIONAL,34.023045599999996,-118.3948051,Culver City,bar
Zaytinya,4.7,424.0,,mediterranean_restaurant,OPERATIONAL,34.0281617,-118.3870365,Culver City,bar
Backstage Bar & Grill,4.4,968.0,1.0,bar_and_grill,OPERATIONAL,34.016272199999996,-118.4001389,Culver City,bar
Blind Barber,4.3,355.0,,barber_shop,OPERATIONAL,34.015867799999995,-118.40693130000001,Culver City,bar
AFURI,4.3,268.0,1.0,japanese_izakaya_restaurant,OPERATIONAL,34.0243368,-118.39318870000001,Culver City,bar
The Garage on Motor Ave,4.2,742.0,2.0,sports_bar,OPERATIONAL,34.0276863,-118.40994049999999,Culver City,bar
California Pizza Kitchen,4.1,835.0,2.0,pizza_restaurant,OPERATIONAL,34.0182821,-118.40695410000001,Culver City,bar
Public School 310,4.1,1093.0,2.0,gastropub,OPERATIONAL,34.0242851,-118.3945062,Culver City,bar
Nardò Culver City,4.7,183.0,,italian_restaurant,OPERATIONAL,34.022051999999995,-118.3963259,Culver City,bar
K1 Speed Culver City,3.4,179.0,,go_karting_venue,OPERATIONAL,34.027380400000006,-118.38646000000001,Culver City,bar
The Auld Fella - Culver City,4.4,392.0,2.0,bar,OPERATIONAL,34.0248142,-118.39407369999999,Culver City,bar
Rocco's Tavern -Culver City,4.3,759.0,2.0,sports_bar,OPERATIONAL,34.024552799999995,-118.39470899999998,Culver City,bar
Lobster & Beer,4.5,1259.0,2.0,seafood_restaurant,OPERATIONAL,34.0268654,-118.40866819999998,Culver City,bar
Pasta Sisters,4.5,2218.0,2.0,italian_restaurant,OPERATIONAL,34.0299172,-118.38399709999999,Culver City,restaurant
Simpang Asia,4.5,1490.0,1.0,indonesian_restaurant,OPERATIONAL,34.0290819,-118.4117044,Culver City,restaurant
Roberta's,4.1,530.0,2.0,italian_restaurant,OPERATIONAL,34.0274806,-118.38718610000001,Culver City,restaurant
LOQUI,4.6,669.0,2.0,mexican_restaurant,OPERATIONAL,34.0270848,-118.38745779999999,Culver City,restaurant
Eyes Peeled Coffee,4.8,237.0,,cafe,OPERATIONAL,34.0360705,-118.3892123,Culver City,cafe
Breakaway Cafe,4.5,193.0,2.0,cafe,OPERATIONAL,34.0296504,-118.38346419999999,Culver City,cafe
Lokal Sandwich Shop,4.6,354.0,1.0,sandwich_shop,OPERATIONAL,34.0290245,-118.41182839999998,Culver City,cafe
The Coffee Bean & Tea Leaf,4.3,556.0,1.0,coffee_shop,OPERATIONAL,34.023897999999996,-118.39868349999999,Culver City,cafe
Lei'd Cookies,4.8,235.0,1.0,bakery,OPERATIONAL,34.0302614,-118.38141949999999,Culver City,bakery
The Bagel Factory,4.3,229.0,1.0,bagel_shop,OPERATIONAL,34.0407726,-118.3874894,Culver City,bakery
The Very Best Cookie In The Whole Wide World,4.6,77.0,2.0,bakery,OPERATIONAL,34.0378454,-118.38867389999999,Culver City,bakery
The Ivy Bakery - Dolce Isola,4.5,158.0,2.0,bakery,OPERATIONAL,34.035345,-118.38939900000001,Culver City,bakery
Fred's Bakery & Deli LLC,4.6,110.0,2.0,bakery,OPERATIONAL,34.036277,-118.38923,Culver City,bakery
Miss Donuts,4.5,186.0,1.0,donut_shop,OPERATIONAL,34.0384046,-118.38821610000001,Culver City,bakery
NYLETTA FRENCH CRULLERS,5.0,18.0,,bakery,OPERATIONAL,34.0271115,-118.38769250000001,Culver City,bakery
Drago Bakery,4.1,34.0,,bakery,OPERATIONAL,34.0268333,-118.39094709999999,Culver City,bakery
B Sweet Catering,5.0,3.0,,food,OPERATIONAL,34.0291293,-118.39081739999997,Culver City,bakery
Madre Restaurant,4.4,995.0,2.0,mexican_restaurant,OPERATIONAL,34.028742099999995,-118.4112828,Culver City,bar
The Irish Times Pub & Restaurant,4.5,512.0,1.0,irish_pub,OPERATIONAL,34.029644399999995,-118.4112793,Culver City,bar
McDonald's,3.6,1822.0,1.0,fast_food_restaurant,OPERATIONAL,34.000330999999996,-118.40289829999999,Culver City,restaurant
Annapurna Cuisine,4.3,1648.0,2.0,indian_restaurant,OPERATIONAL,34.0209483,-118.4021688,Culver City,restaurant
"Hey, Sunshine Kitchen",4.9,858.0,2.0,vegan_restaurant,OPERATIONAL,34.0168154,-118.40643499999999,Culver City,restaurant
Denny's Restaurant,4.2,3926.0,1.0,restaurant,OPERATIONAL,34.0036286,-118.3933148,Culver City,restaurant
Breakfast Republic,4.3,342.0,2.0,breakfast_restaurant,OPERATIONAL,34.0217007,-118.39778410000001,Culver City,restaurant
Panera Bread,3.9,900.0,2.0,cafe,OPERATIONAL,33.9978285,-118.39483059999999,Culver City,restaurant
Meet in Paris French Bistro,4.1,963.0,2.0,french_restaurant,OPERATIONAL,34.0220135,-118.3964333,Culver City,restaurant
HomeState,4.4,71.0,1.0,restaurant,OPERATIONAL,34.0206515,-118.39759570000001,Culver City,restaurant
MillCross Coffee / La Sabina Wine Bar,4.6,580.0,2.0,cafe,OPERATIONAL,34.0101752,-118.4111349,Culver City,cafe
Tanner's Coffee Co.,4.5,555.0,1.0,coffee_shop,OPERATIONAL,34.0040417,-118.4083338,Culver City,cafe
7-Eleven,2.9,50.0,1.0,convenience_store,OPERATIONAL,34.0201493,-118.4034169,Culver City,cafe
Starbucks,4.3,152.0,2.0,coffee_shop,OPERATIONAL,34.00362,-118.39329,Culver City,cafe
The Spot Cafe & Lounge,4.6,197.0,1.0,coffee_shop,OPERATIONAL,34.0092887,-118.398472,Culver City,cafe
7-Eleven,3.2,36.0,1.0,convenience_store,OPERATIONAL,34.0029957,-118.40652159999999,Culver City,cafe
7-Eleven,2.1,48.0,,convenience_store,OPERATIONAL,34.014002999999995,-118.4019367,Culver City,cafe
7-Eleven,3.3,41.0,1.0,convenience_store,OPERATIONAL,34.0115595,-118.4110057,Culver City,cafe
Starbucks Coffee Company,4.3,28.0,2.0,coffee_shop,OPERATIONAL,34.00215,-118.39339000000001,Culver City,cafe
Ezzat Hookah Lounge,4.0,67.0,,hookah_bar,OPERATIONAL,34.0201658,-118.40510560000001,Culver City,cafe
Pavilions,4.4,1465.0,,grocery_store,OPERATIONAL,33.9968576,-118.3937895,Culver City,bakery
Ralphs Fresh Fare,4.2,617.0,2.0,grocery_store,OPERATIONAL,34.0023678,-118.39354809999999,Culver City,bakery
Copenhagen Pastry,4.8,714.0,1.0,bakery,OPERATIONAL,34.0093682,-118.4120397,Culver City,bakery
Pavilions Bakery,5.0,1.0,,bakery,OPERATIONAL,33.9971088,-118.39407100000001,Culver City,bakery
Sepulveda Donut,4.2,71.0,,donut_shop,OPERATIONAL,34.0000107,-118.4024472,Culver City,bakery
Joanie & Leigh's Cakes,5.0,18.0,,bakery,OPERATIONAL,34.00341960000001,-118.4081206,Culver City,bakery
Dear John's,4.4,305.0,,restaurant,OPERATIONAL,34.004214999999995,-118.4099115,Culver City,bar
Joxer Daly's,4.5,694.0,1.0,bar_and_grill,OPERATIONAL,34.0078083,-118.41233890000001,Culver City,bar
Gokigen Tori – Best Yakitori in Culver City,4.7,178.0,,yakitori_restaurant,OPERATIONAL,34.0033483,-118.4071012,Culver City,bar
Blow Hookah Bar,4.4,226.0,,hookah_bar,OPERATIONAL,34.004233,-118.4095852,Culver City,bar
Sip & Savor,4.6,19.0,,restaurant,OPERATIONAL,34.0042428,-118.40957840000002,Culver City,bar
Alchemist Coffee Project The Cumulus,4.0,65.0,,coffee_shop,OPERATIONAL,34.0283245,-118.37265740000001,Culver City,cafe
Cognoscenti Coffee,4.5,408.0,1.0,coffee_shop,OPERATIONAL,34.0311133,-118.37778540000001,Culver City,cafe
Starbucks Coffee Company,3.9,443.0,2.0,coffee_shop,OPERATIONAL,34.02713,-118.39275999999998,Culver City,cafe
Whole Foods Market,4.2,647.0,,grocery_store,OPERATIONAL,34.0267319,-118.37231279999997,Culver City,bakery
Des Croissants Paris,4.8,103.0,,bakery,OPERATIONAL,34.0308728,-118.38029369999998,Culver City,bakery
Whole Foods Bakery,5.0,1.0,,bakery,OPERATIONAL,34.0267319,-118.37231279999997,Culver City,bakery
Butterfly,4.6,173.0,,mexican_restaurant,OPERATIONAL,34.028098,-118.38725210000001,Culver City,bar
El Baron Restaurant & NightClub,4.0,435.0,2.0,restaurant,OPERATIONAL,34.0303766,-118.382565,Culver City,bar
Hi-Lo Liquor Market - Culver City,4.5,164.0,,liquor_store,OPERATIONAL,34.030314,-118.38123900000001,Culver City,bar
Velvet Lounge,4.3,217.0,,bar,OPERATIONAL,34.0239233,-118.39406380000001,Culver City,bar
Dama Grill - Best Kebab & Shawarma,4.7,1287.0,2.0,restaurant,OPERATIONAL,34.017533,-118.4095753,Culver City,restaurant
Ume Tea,4.7,362.0,1.0,tea_house,OPERATIONAL,34.0191376,-118.42158869999999,Culver City,cafe
Starbucks - Drive Thru,4.0,248.0,2.0,coffee_shop,OPERATIONAL,34.0188189,-118.42225649999999,Culver City,cafe
Kind Grounds,4.6,172.0,,coffee_shop,OPERATIONAL,34.011911,-118.4202882,Culver City,cafe
Metro Cafe,4.6,1194.0,2.0,american_restaurant,OPERATIONAL,34.008888899999995,-118.4133333,Culver City,cafe
Daniel's Bagels,4.7,152.0,,bakery,OPERATIONAL,34.0259281,-118.4122712,Culver City,bakery
Venice Bakery & Restaurant,4.4,682.0,1.0,mexican_restaurant,OPERATIONAL,34.0155345,-118.41326799999999,Culver City,bakery
Baskin-Robbins,3.9,103.0,1.0,ice_cream_shop,OPERATIONAL,34.0137053,-118.4164428,Culver City,bakery
Jolly Donuts,4.5,129.0,1.0,donut_shop,OPERATIONAL,34.011936299999995,-118.4198929,Culver City,bakery
Maple Block Meat Co.,4.4,1827.0,2.0,barbecue_restaurant,OPERATIONAL,34.0092454,-118.4146775,Culver City,bar
Bigfoot Lodge West,4.3,492.0,2.0,cocktail_bar,OPERATIONAL,34.0155795,-118.413184,Culver City,bar
The Doughroom,4.5,697.0,2.0,italian_restaurant,OPERATIONAL,34.025545699999995,-118.4127219,Culver City,bar
Urth Caffe Pasadena,4.4,4971.0,2.0,coffee_shop,OPERATIONAL,34.1456219,-118.13818909999999,Pasadena,restaurant
Houston's,4.5,3232.0,3.0,american_restaurant,OPERATIONAL,34.140236099999996,-118.14712019999999,Pasadena,restaurant
SUGARFISH by sushi nozawa,4.5,1043.0,3.0,sushi_restaurant,OPERATIONAL,34.1435198,-118.13174469999998,Pasadena,restaurant
Yard House,4.4,2794.0,2.0,american_restaurant,OPERATIONAL,34.1456,-118.14363999999999,Pasadena,restaurant
The Cheesecake Factory,4.3,3425.0,2.0,restaurant,OPERATIONAL,34.145633700000005,-118.1505962,Pasadena,restaurant
GRANVILLE,4.5,1584.0,2.0,american_restaurant,OPERATIONAL,34.1411412,-118.13206339999999,Pasadena,restaurant
Fogo de Chão Brazilian Steakhouse,4.7,5025.0,3.0,brazilian_restaurant,OPERATIONAL,34.1456176,-118.1456357,Pasadena,restaurant
True Food Kitchen,4.4,2146.0,2.0,restaurant,OPERATIONAL,34.1454865,-118.15388100000001,Pasadena,restaurant
Nick's Pasadena,4.7,1555.0,2.0,american_restaurant,OPERATIONAL,34.140057899999995,-118.1319662,Pasadena,restaurant
OH LA LA,4.7,1157.0,2.0,brunch_restaurant,OPERATIONAL,34.1461793,-118.13139909999998,Pasadena,restaurant
Lucky Boy,4.4,4207.0,1.0,hamburger_restaurant,OPERATIONAL,34.1346349,-118.1470559,Pasadena,restaurant
Republik Coffee Pasadena,4.4,726.0,2.0,coffee_shop,OPERATIONAL,34.1443705,-118.132854,Pasadena,restaurant
Russell's,4.6,1681.0,2.0,american_restaurant,OPERATIONAL,34.1465303,-118.15033449999999,Pasadena,restaurant
Urban Plates,4.5,1880.0,2.0,american_restaurant,OPERATIONAL,34.141342699999996,-118.13255239999998,Pasadena,restaurant
Osawa,4.7,931.0,2.0,sushi_restaurant,OPERATIONAL,34.1472699,-118.14907380000001,Pasadena,restaurant
CAVA,4.5,1438.0,2.0,mediterranean_restaurant,OPERATIONAL,34.13988,-118.13305999999999,Pasadena,restaurant
Aikan Sushi & Ramen,4.2,1510.0,2.0,sushi_restaurant,OPERATIONAL,34.144702800000005,-118.13536939999997,Pasadena,restaurant
Agnes Restaurant & Cheesery,4.3,532.0,2.0,american_restaurant,OPERATIONAL,34.1442966,-118.151331,Pasadena,restaurant
King Taco,4.1,3023.0,1.0,mexican_restaurant,OPERATIONAL,34.1466709,-118.1478752,Pasadena,restaurant
Barney's Beanery,4.2,1600.0,2.0,gastropub,OPERATIONAL,34.1460082,-118.14835029999999,Pasadena,restaurant
WFM Coffee Bar,4.3,1949.0,3.0,coffee_shop,OPERATIONAL,34.137823399999995,-118.14783419999999,Pasadena,cafe
Artisanal Goods by CAR,4.7,460.0,1.0,bakery,OPERATIONAL,34.1460791,-118.1295378,Pasadena,cafe
Copa Vida,4.5,1226.0,2.0,coffee_shop,OPERATIONAL,34.1447129,-118.14868329999999,Pasadena,cafe
Philz Coffee,4.5,661.0,2.0,coffee_shop,OPERATIONAL,34.1432092,-118.13168399999999,Pasadena,cafe
Amara Cafe & Restaurant,4.7,1579.0,2.0,restaurant,OPERATIONAL,34.1447517,-118.1490544,Pasadena,cafe
Motto Tea Cafe - Pasadena,4.3,565.0,1.0,tea_house,OPERATIONAL,34.1443936,-118.1525151,Pasadena,cafe
Cafe Santorini,4.4,1123.0,2.0,mediterranean_restaurant,OPERATIONAL,34.1466379,-118.15192119999999,Pasadena,cafe
Starbucks Coffee Company,4.3,527.0,2.0,coffee_shop,OPERATIONAL,34.145669999999996,-118.14312999999999,Pasadena,cafe
Criterion coffee,4.9,361.0,2.0,coffee_shop,OPERATIONAL,34.146623399999996,-118.1478274,Pasadena,cafe
DASH COFFEE BAR,4.5,182.0,,coffee_shop,OPERATIONAL,34.147652799999996,-118.13150340000001,Pasadena,cafe
Blue Bottle Coffee,4.4,271.0,2.0,cafe,OPERATIONAL,34.1453857,-118.1503,Pasadena,cafe
Old Town Caffe,4.8,236.0,2.0,cafe,OPERATIONAL,34.1456865,-118.13043320000001,Pasadena,cafe
Intelligentsia Coffee Pasadena Coffeebar,4.3,784.0,2.0,coffee_shop,OPERATIONAL,34.1459474,-118.1492912,Pasadena,cafe
Cordova Cafe & Bottleshop,4.5,211.0,2.0,cafe,OPERATIONAL,34.1423115,-118.141978,Pasadena,cafe
Alfred Coffee,4.2,140.0,,coffee_shop,OPERATIONAL,34.14593490000001,-118.15169859999999,Pasadena,cafe
Starbucks Coffee Company,4.3,990.0,2.0,coffee_shop,OPERATIONAL,34.157469999999996,-118.15099999999998,Pasadena,cafe
The Boy & The Bear - Coffee Roastery,4.1,177.0,,coffee_shop,OPERATIONAL,34.1447061,-118.13070739999999,Pasadena,cafe
Vallarta Supermarkets,4.4,1244.0,2.0,supermarket,OPERATIONAL,34.1567375,-118.1522224,Pasadena,bakery
Ralphs,4.2,1156.0,2.0,grocery_store,OPERATIONAL,34.148961299999996,-118.1312764,Pasadena,bakery
Ralphs Fresh Fare,4.2,590.0,2.0,grocery_store,OPERATIONAL,34.14522000000001,-118.15695450000001,Pasadena,bakery
Vons,4.3,1141.0,,grocery_store,OPERATIONAL,34.136741,-118.15336119999998,Pasadena,bakery
Mi Piace,4.2,1996.0,2.0,italian_restaurant,OPERATIONAL,34.1459547,-118.14993949999999,Pasadena,bakery
BadAshBakes,4.4,228.0,,bakery,OPERATIONAL,34.1459969,-118.14527309999998,Pasadena,bakery
Tartine Pasadena,4.2,157.0,2.0,bakery,OPERATIONAL,34.144886899999996,-118.15637059999999,Pasadena,bakery
Salted Butter Company,4.4,147.0,,bakery,OPERATIONAL,34.1359111,-118.15109140000001,Pasadena,bakery
SusieCakes - Pasadena,4.4,105.0,2.0,bakery,OPERATIONAL,34.1413564,-118.13195239999997,Pasadena,bakery
Delight Pastry,4.6,210.0,2.0,pastry_shop,OPERATIONAL,34.1466028,-118.14906429999999,Pasadena,bakery
Dunkin',4.1,532.0,1.0,coffee_shop,OPERATIONAL,34.1410974,-118.13258789999999,Pasadena,bakery
ID-eclair,4.8,177.0,,bakery,OPERATIONAL,34.1446556,-118.15395660000001,Pasadena,bakery
Coffee and Plants,4.4,314.0,1.0,coffee_shop,OPERATIONAL,34.1466005,-118.1518367,Pasadena,bakery
Art Lunch,4.8,242.0,2.0,restaurant,OPERATIONAL,34.145625599999995,-118.14861779999998,Pasadena,bakery
Randy's Donuts,4.3,327.0,1.0,donut_shop,OPERATIONAL,34.141907700000004,-118.13192949999998,Pasadena,bakery
Hello You're Welcome,4.6,167.0,1.0,cafe,OPERATIONAL,34.146001,-118.14118119999999,Pasadena,bakery
Yvonne's Vegan Kitchen,4.6,96.0,2.0,bakery,OPERATIONAL,34.1438384,-118.15087059999999,Pasadena,bakery
Bone Kettle,4.3,984.0,2.0,asian_restaurant,OPERATIONAL,34.147086,-118.14909879999998,Pasadena,bar
Star Leaf,4.1,550.0,3.0,restaurant,OPERATIONAL,34.146180699999995,-118.13714139999999,Pasadena,bar
Fleming’s Prime Steakhouse & Wine Bar,4.6,1686.0,4.0,fine_dining_restaurant,OPERATIONAL,34.1461002,-118.14628920000001,Pasadena,bar
Green Street Restaurant,4.5,1191.0,2.0,californian_restaurant,OPERATIONAL,34.1431122,-118.13138579999999,Pasadena,bar
Kings Row Gastropub,4.4,1336.0,2.0,sports_bar,OPERATIONAL,34.1455506,-118.1500828,Pasadena,bar
Settebello Pizzeria Napoletana,4.5,1000.0,2.0,pizza_restaurant,OPERATIONAL,34.1471362,-118.1321942,Pasadena,bar
Mijares Mexican Restaurant,4.3,2025.0,2.0,mexican_restaurant,OPERATIONAL,34.1375884,-118.15349339999999,Pasadena,bar
Lucky Baldwins Pub,4.5,1245.0,2.0,pub,OPERATIONAL,34.1453862,-118.14903710000002,Pasadena,bar
California Pizza Kitchen at Pasadena,4.3,1159.0,2.0,pizza_restaurant,OPERATIONAL,34.1475067,-118.1417607,Pasadena,bar
Gyu-Kaku Japanese BBQ,4.4,1340.0,2.0,japanese_restaurant,OPERATIONAL,34.1443629,-118.15200179999998,Pasadena,bar
Rocco's Tavern -Pasadena,4.4,897.0,2.0,italian_restaurant,OPERATIONAL,34.144356,-118.15152099999999,Pasadena,bar
The Blind Donkey,4.5,850.0,2.0,pub,OPERATIONAL,34.1468816,-118.1492946,Pasadena,bar
Arroyo Chop House,4.6,1057.0,4.0,steak_house,OPERATIONAL,34.1365082,-118.147135,Pasadena,bar
Old Towne Pub,4.7,352.0,1.0,pub,OPERATIONAL,34.1472403,-118.14975319999999,Pasadena,bar
Edwin Mills by Equator,4.4,968.0,2.0,american_restaurant,OPERATIONAL,34.1454673,-118.1511204,Pasadena,bar
Alexander's Steakhouse Pasadena,4.5,689.0,4.0,steak_house,OPERATIONAL,34.1474386,-118.1421685,Pasadena,bar
Chick-fil-A,4.4,387.0,1.0,fast_food_restaurant,OPERATIONAL,34.159609599999996,-118.13213209999999,Pasadena,restaurant
The Hat,4.5,2781.0,1.0,sandwich_shop,OPERATIONAL,34.1544454,-118.1326691,Pasadena,restaurant
McDonald's,3.7,1925.0,1.0,fast_food_restaurant,OPERATIONAL,34.1596975,-118.13293870000001,Pasadena,restaurant
Roma Market,4.7,1094.0,,grocery_store,OPERATIONAL,34.1618528,-118.1323278,Pasadena,restaurant
7-Eleven,3.2,107.0,1.0,convenience_store,OPERATIONAL,34.1580899,-118.132226,Pasadena,restaurant
Union Restaurant,4.5,855.0,3.0,italian_restaurant,OPERATIONAL,34.146997899999995,-118.1496377,Pasadena,restaurant
Lucky Boy Drive-In at Walnut,4.4,2027.0,1.0,hamburger_restaurant,OPERATIONAL,34.1497475,-118.13973189999999,Pasadena,restaurant
Bodegón No.69,4.5,442.0,2.0,peruvian_restaurant,OPERATIONAL,34.1471559,-118.14913049999998,Pasadena,restaurant
Starbucks Coffee Company,4.3,957.0,2.0,coffee_shop,OPERATIONAL,34.158719999999995,-118.13271999999999,Pasadena,restaurant
Marston's Pasadena,4.5,1013.0,2.0,american_restaurant,OPERATIONAL,34.149712699999995,-118.1473397,Pasadena,restaurant
Fishwives,4.4,710.0,2.0,seafood_restaurant,OPERATIONAL,34.147348099999995,-118.1503826,Pasadena,restaurant
The Reyn,4.5,1141.0,1.0,breakfast_restaurant,OPERATIONAL,34.156883199999996,-118.132701,Pasadena,restaurant
union street french café,4.7,215.0,,french_restaurant,OPERATIONAL,34.1468638,-118.14817070000001,Pasadena,restaurant
El Dorado Pollos A La Brasa,4.5,687.0,1.0,peruvian_restaurant,OPERATIONAL,34.1576363,-118.1474,Pasadena,restaurant
ampm,3.1,38.0,1.0,convenience_store,OPERATIONAL,34.1498858,-118.1410621,Pasadena,cafe
NOSTALGIC CAFE,4.3,124.0,,coffee_shop,OPERATIONAL,34.1478195,-118.14987649999999,Pasadena,cafe
Tierra Mia Coffee Drive Thru,4.4,43.0,,coffee_shop,OPERATIONAL,34.1599819,-118.13280239999999,Pasadena,cafe
Winchell's Donut House,4.2,272.0,1.0,donut_shop,OPERATIONAL,34.158333299999995,-118.14138890000001,Pasadena,cafe
Yin Yang Tea,4.9,198.0,1.0,tea_house,OPERATIONAL,34.167332099999996,-118.133177,Pasadena,cafe
"Majano's Coffee,",4.8,98.0,1.0,coffee_shop,OPERATIONAL,34.1576004,-118.1331485,Pasadena,cafe
Mely's Pupuseria & Restaurant,3.9,478.0,2.0,restaurant,OPERATIONAL,34.160860299999996,-118.1326973,Pasadena,cafe
Food 4 Less,4.3,702.0,1.0,grocery_store,OPERATIONAL,34.168315199999995,-118.13353609999999,Pasadena,bakery
Chapala Bakery #2,4.1,284.0,,bakery,OPERATIONAL,34.1580566,-118.14507169999999,Pasadena,bakery
Tastees Donut & Burger,4.4,331.0,1.0,donut_shop,OPERATIONAL,34.1563022,-118.15130309999999,Pasadena,bakery
Miss Eclair bakery,4.8,25.0,,bakery,OPERATIONAL,34.158208,-118.13210839999999,Pasadena,bakery
Miopane,4.3,115.0,,bakery,OPERATIONAL,34.147506,-118.14921899999999,Pasadena,bakery
Pez Coastal Kitchen,4.3,119.0,2.0,restaurant,OPERATIONAL,34.1469482,-118.14911409999999,Pasadena,bar
Eden Garden Bar & Grill,4.4,558.0,2.0,mediterranean_restaurant,OPERATIONAL,34.1477778,-118.14666669999998,Pasadena,bar
Cabrera's Mexican Restaurant,4.3,1129.0,2.0,mexican_restaurant,OPERATIONAL,34.1571998,-118.1327946,Pasadena,bar
KAVIAR Restaurants,4.6,395.0,2.0,japanese_restaurant,OPERATIONAL,34.1470523,-118.14875529999999,Pasadena,bar
MAMA M SUSHI,4.5,318.0,2.0,sushi_restaurant,OPERATIONAL,34.1478107,-118.14980340000001,Pasadena,bar
Sunset Lodge Elk's #1198 I.B.P.O.E.W. & Rose Garden Temple #847,4.5,8.0,,bar,OPERATIONAL,34.1716117,-118.15017979999999,Pasadena,bar
Erewhon Pasadena,3.5,437.0,,grocery_store,OPERATIONAL,34.13755,-118.13268699999999,Pasadena,restaurant
Howlin' Ray's Hot Chicken - Pasadena,4.8,1208.0,2.0,chicken_restaurant,OPERATIONAL,34.1319732,-118.14708669999999,Pasadena,restaurant
Shake Shack Pasadena,4.3,1160.0,2.0,hamburger_restaurant,OPERATIONAL,34.1328121,-118.14707709999999,Pasadena,restaurant
mandarin coffee stand,4.6,309.0,2.0,cafe,OPERATIONAL,34.139309,-118.1318308,Pasadena,cafe
Jones Coffee Roasters,4.6,754.0,1.0,coffee_shop,OPERATIONAL,34.133849999999995,-118.1491583,Pasadena,cafe
Superba Snacks + Coffee,4.5,385.0,1.0,cafe,OPERATIONAL,34.1334855,-118.14705550000001,Pasadena,cafe
Einstein Bros. Bagels,4.3,364.0,1.0,bagel_shop,OPERATIONAL,34.13545190000001,-118.1325705,Pasadena,cafe
Peet's Coffee,4.5,460.0,1.0,coffee_shop,OPERATIONAL,34.1354615,-118.1325614,Pasadena,cafe
Sidecar Doughnuts & Coffee,4.2,116.0,,donut_shop,OPERATIONAL,34.1317576,-118.14709300000001,Pasadena,bakery
Pavilions,4.2,482.0,,grocery_store,OPERATIONAL,34.136448699999995,-118.13312440000001,Pasadena,bakery
Nothing Bundt Cakes,4.3,82.0,2.0,cake_shop,OPERATIONAL,34.1364146,-118.1319277,Pasadena,bakery
Magnolia House,4.4,812.0,2.0,cocktail_bar,OPERATIONAL,34.137363799999996,-118.13200629999999,Pasadena,bar
Buffalo Wild Wings,4.0,1808.0,2.0,chicken_wings_restaurant,OPERATIONAL,34.1286237,-118.1497217,Pasadena,bar
The Arbour,4.7,573.0,3.0,californian_restaurant,OPERATIONAL,34.1366636,-118.1326619,Pasadena,bar
McDonald's,3.6,1659.0,1.0,fast_food_restaurant,OPERATIONAL,34.145643899999996,-118.1231178,Pasadena,restaurant
Zankou Chicken Pasadena,4.5,2477.0,1.0,mediterranean_restaurant,OPERATIONAL,34.145770399999996,-118.1236448,Pasadena,restaurant
UOVO | Pasadena,4.3,399.0,,italian_restaurant,OPERATIONAL,34.1430716,-118.1319269,Pasadena,restaurant
Mendocino Farms,4.6,624.0,2.0,sandwich_shop,OPERATIONAL,34.1417505,-118.1320827,Pasadena,restaurant
danbi coffee,4.6,100.0,,coffee_shop,OPERATIONAL,34.1447597,-118.1230669,Pasadena,cafe
Starbucks Coffee Company,4.4,613.0,2.0,coffee_shop,OPERATIONAL,34.14899,-118.12106,Pasadena,cafe
Corner Bakery Cafe,4.2,669.0,2.0,cafe,OPERATIONAL,34.139958299999996,-118.13255009999999,Pasadena,bakery
Pillow Talk Cafe Pasadena,4.3,126.0,1.0,cafe,OPERATIONAL,34.1367806,-118.1319377,Pasadena,bakery
Europane Bakery,4.3,279.0,2.0,coffee_shop,OPERATIONAL,34.1459909,-118.143648,Pasadena,bakery
