name,rating,review_count,price_level,primary_type,business_status,lat,lon,neighborhood,search_type
BCD Tofu House,4.3,6317.0,2.0,korean_restaurant,OPERATIONAL,34.0619827,-118.30272950000001,Koreatown,restaurant
Sun Nong Dan,4.4,2456.0,2.0,korean_restaurant,OPERATIONAL,34.0592615,-118.30879639999998,Koreatown,restaurant
Dan Sung Sa,4.4,2153.0,2.0,korean_restaurant,OPERATIONAL,34.0637389,-118.2946083,Koreatown,restaurant
The Boiling Crab,4.5,3599.0,2.0,seafood_restaurant,OPERATIONAL,34.062426699999996,-118.29766199999999,Koreatown,restaurant
Quarters Korean BBQ,4.4,2737.0,2.0,korean_barbecue_restaurant,OPERATIONAL,34.064015999999995,-118.297709,Koreatown,restaurant
Hae Jang Chon Korean BBQ Restaurant,4.5,3446.0,2.0,korean_barbecue_restaurant,OPERATIONAL,34.0638885,-118.30607539999998,Koreatown,restaurant
Hangari Kalguksu,4.4,1470.0,2.0,korean_restaurant,OPERATIONAL,34.062887599999996,-118.2975914,Koreatown,restaurant
Guelaguetza Restaurant,4.3,6475.0,2.0,mexican_restaurant,OPERATIONAL,34.0524074,-118.30066809999998,Koreatown,restaurant
Park's BBQ,4.4,2226.0,2.0,korean_barbecue_restaurant,OPERATIONAL,34.0539567,-118.292058,Koreatown,restaurant
Yama Sushi Marketplace,4.8,242.0,,asian_grocery_store,OPERATIONAL,34.05236,-118.30561000000002,Koreatown,restaurant
Ahgassi Gopchang,4.3,1849.0,2.0,korean_barbecue_restaurant,OPERATIONAL,34.0633917,-118.3039389,Koreatown,restaurant
Hotel Normandie LA,4.2,1599.0,2.0,hotel,OPERATIONAL,34.063323499999996,-118.300528,Koreatown,restaurant
Hanbat Sul Lung Tang,4.5,1899.0,1.0,korean_restaurant,OPERATIONAL,34.0654526,-118.3096161,Koreatown,restaurant
Liu's Cafe,4.5,333.0,1.0,taiwanese_restaurant,OPERATIONAL,34.0637013,-118.30844940000001,Koreatown,restaurant
Jinsol Gukbap 3rd (진솔국밥 3가),4.5,1201.0,2.0,korean_restaurant,OPERATIONAL,34.069191499999995,-118.30146730000001,Koreatown,restaurant
All You Can Eat Sushi & BBQ,4.0,1047.0,2.0,korean_barbecue_restaurant,CLOSED_TEMPORARILY,34.0614657,-118.3118112,Koreatown,restaurant
Ocha Classic 1,4.3,4651.0,2.0,thai_restaurant,OPERATIONAL,34.0566847,-118.2918573,Koreatown,restaurant
Gangnam Station Korean BBQ,4.3,1062.0,2.0,korean_barbecue_restaurant,OPERATIONAL,34.0618828,-118.3086333,Koreatown,restaurant
BCD Tofu House,4.0,1507.0,2.0,korean_restaurant,OPERATIONAL,34.056157299999995,-118.30948509999999,Koreatown,restaurant
Pigya,4.3,329.0,,korean_barbecue_restaurant,OPERATIONAL,34.0574481,-118.30330160000001,Koreatown,restaurant
Vons,4.2,3624.0,,grocery_store,OPERATIONAL,34.0699603,-118.29088390000001,Koreatown,bakery
Ralphs,4.1,2129.0,2.0,grocery_store,OPERATIONAL,34.0683874,-118.29053169999999,Koreatown,bakery
Ralphs,4.1,1795.0,2.0,grocery_store,OPERATIONAL,34.0600458,-118.30855120000001,Koreatown,bakery
HARUCAKE,4.2,161.0,,cake_shop,OPERATIONAL,34.0631637,-118.2971357,Koreatown,bakery
California Donuts,4.5,4228.0,1.0,donut_shop,OPERATIONAL,34.0688005,-118.29320700000001,Koreatown,bakery
OUT OF ORDI,4.7,116.0,,bakery,OPERATIONAL,34.0573938,-118.3075465,Koreatown,bakery
85°C Bakery Cafe-Koreatown,4.3,1198.0,1.0,bakery,OPERATIONAL,34.0619552,-118.29750460000001,Koreatown,bakery
Paris Baguette,4.2,197.0,2.0,bakery,OPERATIONAL,34.0524433,-118.30302080000001,Koreatown,bakery
COIN DE RUE bakery and cafe,4.1,189.0,2.0,bakery,OPERATIONAL,34.050416,-118.30883859999999,Koreatown,bakery
Paris Baguette,4.2,356.0,2.0,bakery,OPERATIONAL,34.0631513,-118.2975301,Koreatown,bakery
Concerto Bakery Cafe,4.0,186.0,2.0,bakery,OPERATIONAL,34.063123499999996,-118.29861290000001,Koreatown,bakery
Paris Baguette,4.3,247.0,2.0,bakery,OPERATIONAL,34.0627168,-118.30937979999999,Koreatown,bakery
Amandine Patisserie Cafe K-Town,4.3,608.0,2.0,restaurant,OPERATIONAL,34.052946299999995,-118.30395630000001,Koreatown,bakery
brown bag cookies,4.8,155.0,2.0,bakery,OPERATIONAL,34.0610931,-118.29960039999999,Koreatown,bakery
Paris Baguette,4.1,236.0,2.0,bakery,OPERATIONAL,34.0737632,-118.3093451,Koreatown,bakery
Onescape Coffee,4.7,128.0,,coffee_shop,OPERATIONAL,34.0669702,-118.29214580000001,Koreatown,bakery
Flour Premium Doughnut,4.7,100.0,,bakery,OPERATIONAL,34.0572759,-118.30926269999999,Koreatown,bakery
The Coffee Bean & Tea Leaf,3.7,241.0,1.0,coffee_shop,OPERATIONAL,34.0622654,-118.29849559999998,Koreatown,bakery
Cafe Giverny,4.5,324.0,2.0,cafe,OPERATIONAL,34.0695615,-118.307582,Koreatown,bakery
Mumu Bakery Cafe,4.1,209.0,2.0,bakery,OPERATIONAL,34.0530605,-118.3035925,Koreatown,bakery
Shatto 39 Lanes,4.4,2032.0,,bowling_alley,OPERATIONAL,34.06738,-118.29127749999999,Koreatown,bar
The Prince,4.4,721.0,2.0,korean_restaurant,OPERATIONAL,34.059641,-118.2952436,Koreatown,bar
Chosun Galbee,4.1,1587.0,3.0,korean_restaurant,OPERATIONAL,34.052429499999995,-118.31046800000001,Koreatown,bar
Boba Bear,4.0,611.0,1.0,tea_house,OPERATIONAL,34.06665230000001,-118.30867579999997,Koreatown,bar
Lock & Key,4.2,814.0,2.0,bar,OPERATIONAL,34.0693708,-118.2919591,Koreatown,bar
M Grill Brazilian Churrascaria,4.5,1592.0,3.0,brazilian_restaurant,OPERATIONAL,34.061349,-118.31045300000001,Koreatown,bar
The Normandie Club,4.6,661.0,2.0,cocktail_bar,OPERATIONAL,34.0634563,-118.3008976,Koreatown,bar
Moodaepo,4.1,1387.0,2.0,korean_barbecue_restaurant,OPERATIONAL,34.0595455,-118.28970690000001,Koreatown,bar
Buffalo Wild Wings,3.8,2054.0,2.0,chicken_wings_restaurant,OPERATIONAL,34.061233,-118.2910889,Koreatown,bar
Break Room 86,4.2,611.0,2.0,cocktail_bar,OPERATIONAL,34.0622812,-118.3014419,Koreatown,bar
Mama Lion,3.9,403.0,2.0,restaurant,OPERATIONAL,34.0633321,-118.3093376,Koreatown,bar
Kiss Kiss Bang Bang,3.8,176.0,,lounge_bar,OPERATIONAL,34.0621127,-118.30145929999998,Koreatown,bar
Escala K-town,4.3,1235.0,2.0,colombian_restaurant,OPERATIONAL,34.063713899999996,-118.29680829999998,Koreatown,bar
Cassell's Hamburgers,4.5,2129.0,2.0,hamburger_restaurant,OPERATIONAL,34.063437,-118.30052099999999,Koreatown,bar
Cafe Brass Monkey,4.0,1008.0,2.0,bar,OPERATIONAL,34.0611533,-118.2990076,Koreatown,bar
Jjukku Jjukku BBQ,4.3,1160.0,2.0,restaurant,OPERATIONAL,34.062277099999996,-118.2975168,Koreatown,bar
Jollibee,4.2,2366.0,1.0,chicken_restaurant,OPERATIONAL,34.0765501,-118.29294949999999,Koreatown,restaurant
McDonald's,3.7,3628.0,1.0,fast_food_restaurant,OPERATIONAL,34.068099499999995,-118.29201710000001,Koreatown,restaurant
Antico Nuovo,4.5,398.0,3.0,italian_restaurant,OPERATIONAL,34.0765597,-118.3109803,Koreatown,restaurant
MOOHAN Korean BBQ,4.7,675.0,,korean_barbecue_restaurant,OPERATIONAL,34.0625874,-118.2981738,Koreatown,restaurant
ORIGIN Korean BBQ,4.6,412.0,,korean_barbecue_restaurant,OPERATIONAL,34.0637541,-118.29727620000001,Koreatown,restaurant
Danbi,4.3,137.0,1.0,restaurant,CLOSED_TEMPORARILY,34.0639719,-118.29679899999998,Koreatown,restaurant
mdk noodles (Myung Dong Kyoja),4.1,1446.0,2.0,korean_restaurant,OPERATIONAL,34.0614458,-118.3043805,Koreatown,restaurant
Curry House CoCo Ichibanya - Koreatown,4.5,955.0,2.0,japanese_curry_restaurant,OPERATIONAL,34.0633823,-118.29820509999999,Koreatown,restaurant
Café Telegrama,4.3,172.0,,cafe,OPERATIONAL,34.0844897,-118.3093251,Koreatown,cafe
CAFE UPPER,4.3,186.0,,cafe,OPERATIONAL,34.0688542,-118.30508820000001,Koreatown,cafe
Spot Coffee & More,4.1,385.0,2.0,coffee_shop,OPERATIONAL,34.0631987,-118.294916,Koreatown,cafe
Starbucks,4.2,841.0,2.0,coffee_shop,OPERATIONAL,34.07065,-118.29189,Koreatown,cafe
3THYME COFFEE,4.6,198.0,1.0,coffee_shop,OPERATIONAL,34.063156299999996,-118.3038041,Koreatown,cafe
Bumsan Organic Milk Bar,4.6,1040.0,1.0,ice_cream_shop,OPERATIONAL,34.0643009,-118.3089342,Koreatown,cafe
Ondo Coffee Co.,4.7,140.0,,coffee_shop,OPERATIONAL,34.0839849,-118.29482069999997,Koreatown,cafe
Egg Tuck,4.4,580.0,2.0,breakfast_restaurant,OPERATIONAL,34.0613285,-118.29997169999999,Koreatown,cafe
Cafe Loft,4.4,456.0,2.0,coffee_shop,OPERATIONAL,34.0633828,-118.30768350000001,Koreatown,cafe
Alchemist Coffee Project at The Pearl,4.6,301.0,1.0,coffee_shop,OPERATIONAL,34.0615661,-118.30575970000001,Koreatown,cafe
Open Market,4.7,206.0,2.0,sandwich_shop,OPERATIONAL,34.0620419,-118.29585189999999,Koreatown,cafe
RNY Coffee Studio,4.5,170.0,2.0,coffee_shop,OPERATIONAL,34.063885299999995,-118.30631969999997,Koreatown,cafe
Anko,4.3,400.0,,coffee_shop,OPERATIONAL,34.0669687,-118.30871679999998,Koreatown,cafe
Sunright Tea Studio - Koreatown,4.4,144.0,1.0,tea_house,OPERATIONAL,34.0634143,-118.29446890000001,Koreatown,cafe
Guatemalteca Bakery and Restaurant,4.3,2426.0,1.0,restaurant,OPERATIONAL,34.0761884,-118.29703329999998,Koreatown,bakery
Maison Matho,4.7,315.0,2.0,restaurant,OPERATIONAL,34.0833361,-118.3042531,Koreatown,bakery
Red Ribbon Bakeshop,4.7,333.0,1.0,bakery,OPERATIONAL,34.0717241,-118.29131199999999,Koreatown,bakery
Baskin-Robbins,4.4,297.0,1.0,ice_cream_shop,OPERATIONAL,34.0687506,-118.30177990000001,Koreatown,bakery
Tous Les Jours,3.9,92.0,2.0,bakery,OPERATIONAL,34.065646099999995,-118.30893760000001,Koreatown,bakery
Beard Papa's - Mid-Wilshire Center,4.7,131.0,1.0,bakery,OPERATIONAL,34.0627814,-118.30956959999999,Koreatown,bakery
Winchell's Donut House,4.2,580.0,1.0,donut_shop,OPERATIONAL,34.0840635,-118.30896299999999,Koreatown,bakery
Osteria La Buca,4.5,1139.0,2.0,italian_restaurant,OPERATIONAL,34.0833443,-118.31394440000001,Koreatown,bar
The Edmon,4.6,393.0,2.0,cocktail_bar,OPERATIONAL,34.0834048,-118.31320389999999,Koreatown,bar
Eastwood,4.0,62.0,,restaurant,OPERATIONAL,34.063049,-118.30926760000001,Koreatown,bar
Hanshin Pocha,4.3,281.0,2.0,korean_restaurant,OPERATIONAL,34.063412299999996,-118.29818650000001,Koreatown,bar
BiergartenLA - Koreatown,4.3,513.0,2.0,beer_garden,OPERATIONAL,34.07484110000001,-118.30889189999999,Koreatown,bar
jilli modern sool jib,4.5,104.0,,korean_restaurant,OPERATIONAL,34.0637112,-118.30815930000001,Koreatown,bar
Cafe Concerto,4.1,862.0,2.0,italian_restaurant,OPERATIONAL,34.063071,-118.30641399999999,Koreatown,bar
Road to Seoul Korean BBQ (Western),4.4,2098.0,2.0,korean_barbecue_restaurant,OPERATIONAL,34.0485,-118.3088417,Koreatown,restaurant
El Cholo - The Original,4.3,3814.0,2.0,mexican_restaurant,OPERATIONAL,34.0503992,-118.3093478,Koreatown,restaurant
McDonald's,3.8,3399.0,1.0,fast_food_restaurant,OPERATIONAL,34.0599437,-118.30949980000001,Koreatown,restaurant
Dino's Famous Chicken,4.5,5974.0,1.0,chicken_restaurant,OPERATIONAL,34.047447999999996,-118.29393089999999,Koreatown,restaurant
Seoul Soul BBQ,4.6,370.0,,korean_barbecue_restaurant,OPERATIONAL,34.0513366,-118.30879709999999,Koreatown,restaurant
LASUNG TOFU & POT RICE 라성순두부,4.3,250.0,,korean_restaurant,OPERATIONAL,34.0522197,-118.3026096,Koreatown,restaurant
Borit Gogae,4.4,369.0,,korean_restaurant,OPERATIONAL,34.0575055,-118.30580590000001,Koreatown,restaurant
Soowon Galbi,4.5,1289.0,2.0,korean_barbecue_restaurant,OPERATIONAL,34.0564313,-118.29133809999999,Koreatown,restaurant
Oxford Palace Hotel,3.7,778.0,,hotel,OPERATIONAL,34.0580152,-118.30811529999998,Koreatown,restaurant
STAGGER COFFEE,4.4,290.0,1.0,coffee_shop,OPERATIONAL,34.0581891,-118.2937274,Koreatown,cafe
MEMORYLOOK,4.2,622.0,1.0,coffee_shop,OPERATIONAL,34.052847899999996,-118.2970763,Koreatown,cafe
rōk coffee and tea,4.2,263.0,,cafe,OPERATIONAL,34.0524509,-118.30225010000001,Koreatown,cafe
Cafe De Mama,4.7,373.0,1.0,coffee_shop,OPERATIONAL,34.050647,-118.3088363,Koreatown,cafe
Coffee MCO,4.4,607.0,1.0,coffee_shop,OPERATIONAL,34.0521867,-118.2873747,Koreatown,cafe
Mi CAFÉ,4.4,123.0,,cafe,OPERATIONAL,34.0528288,-118.2946211,Koreatown,cafe
McDonald's,3.5,2171.0,1.0,fast_food_restaurant,OPERATIONAL,34.0416318,-118.30855030000001,Koreatown,cafe
Document Coffee Bar,4.5,553.0,2.0,cafe,OPERATIONAL,34.0613313,-118.3110739,Koreatown,cafe
Concerto Coffee,4.3,41.0,,coffee_shop,OPERATIONAL,34.0578013,-118.30676930000001,Koreatown,cafe
McDonald's,4.0,2752.0,1.0,fast_food_restaurant,OPERATIONAL,34.043918999999995,-118.290683,Koreatown,cafe
THE HISTORY COFFEE,4.7,231.0,1.0,coffee_shop,OPERATIONAL,34.0473102,-118.3190126,Koreatown,cafe
H Cafe,4.2,652.0,2.0,american_restaurant,OPERATIONAL,34.0575731,-118.2977942,Koreatown,cafe
Blue Elephant Café,4.6,173.0,2.0,cafe,OPERATIONAL,34.0397672,-118.30393350000001,Koreatown,cafe
Food 4 Less,4.2,1172.0,1.0,grocery_store,OPERATIONAL,34.0421476,-118.31013550000002,Koreatown,bakery
El Valle Oaxaqueno,4.1,1422.0,2.0,bakery,OPERATIONAL,34.0441,-118.2922,Koreatown,bakery
Pan Victoria 2,4.0,1530.0,1.0,restaurant,OPERATIONAL,34.0395682,-118.3087375,Koreatown,bakery
La Mayordomia 2,3.9,298.0,,bakery,OPERATIONAL,34.0475547,-118.31639260000001,Koreatown,bakery
Mercado Benito Juarez,3.8,598.0,,grocery_store,OPERATIONAL,34.0575409,-118.29961439999998,Koreatown,bakery
Paris Baguette,4.3,125.0,2.0,bakery,OPERATIONAL,34.0582401,-118.3075301,Koreatown,bakery
Tous Les Jours,3.9,144.0,2.0,bakery,OPERATIONAL,34.052053900000004,-118.29287070000001,Koreatown,bakery
Manmi Bakery,4.5,103.0,1.0,bakery,OPERATIONAL,34.0560334,-118.30949439999999,Koreatown,bakery
SWEET DONUT TIME (MOCHINUT),4.5,249.0,1.0,donut_shop,OPERATIONAL,34.0574778,-118.29380789999999,Koreatown,bakery
Jihwaja Korean Rice Bakery,4.1,87.0,,bakery,OPERATIONAL,34.051813599999996,-118.29204860000002,Koreatown,bakery
R Bar,4.4,692.0,2.0,bar,OPERATIONAL,34.0578724,-118.3011151,Koreatown,bar
Enchant LA,4.4,136.0,2.0,asian_fusion_restaurant,OPERATIONAL,34.0603554,-118.30936229999999,Koreatown,bar
The Venue,4.3,364.0,2.0,restaurant,OPERATIONAL,34.0607981,-118.3003658,Koreatown,bar
Rosen Karaoke,4.6,454.0,3.0,bar,OPERATIONAL,34.0574563,-118.30621280000001,Koreatown,bar
Apt 503 Lounge,4.1,317.0,2.0,lounge_bar,OPERATIONAL,34.061334599999995,-118.30617740000001,Koreatown,bar
Hite Kwang-Jang,4.3,297.0,2.0,sports_bar,OPERATIONAL,34.052946299999995,-118.30395630000001,Koreatown,bar
Palm Tree Karaoke,4.2,172.0,,karaoke,OPERATIONAL,34.0529003,-118.3034996,Koreatown,bar
Fountain LA,3.7,113.0,,lounge_bar,OPERATIONAL,34.052935399999996,-118.29728399999999,Koreatown,bar
Cham Gastropub (참),4.2,17.0,,sports_bar,OPERATIONAL,34.0530427,-118.29718109999999,Koreatown,bar
Hera Bar & Karaoke,4.2,94.0,,bar,OPERATIONAL,34.057246,-118.30724439999997,Koreatown,bar
Seoul Salon 1988,4.2,122.0,,korean_restaurant,OPERATIONAL,34.0615569,-118.30356099999997,Koreatown,bar
Langer's Delicatessen-Restaurant,4.6,3668.0,2.0,deli,OPERATIONAL,34.0561783,-118.27679930000001,Koreatown,restaurant
Calic Bagel,4.5,468.0,1.0,bagel_shop,OPERATIONAL,34.0575098,-118.28579850000001,Koreatown,restaurant
Café Mak,4.2,792.0,2.0,korean_restaurant,OPERATIONAL,34.0631874,-118.28956830000001,Koreatown,restaurant
Tu Cha,3.8,377.0,1.0,tea_house,OPERATIONAL,34.0596673,-118.2880383,Koreatown,cafe
About Time,3.7,329.0,2.0,cafe,OPERATIONAL,34.0620009,-118.2939415,Koreatown,cafe
Yeems Coffee,4.7,390.0,,coffee_shop,OPERATIONAL,34.064016599999995,-118.28827400000002,Koreatown,cafe
Alchemist Coffee Project,4.5,1007.0,2.0,coffee_shop,OPERATIONAL,34.060227,-118.29140679999999,Koreatown,cafe
Food 4 Less,4.1,1495.0,1.0,grocery_store,OPERATIONAL,34.0511438,-118.28469869999998,Koreatown,bakery
El Venado Bakery and Restaurant,4.2,1134.0,2.0,restaurant,OPERATIONAL,34.051651,-118.28048709999999,Koreatown,bakery
Winchell's Donut House,4.1,585.0,1.0,donut_shop,OPERATIONAL,34.0599679,-118.28462159999998,Koreatown,bakery
Crafted Donuts,4.6,184.0,1.0,donut_shop,OPERATIONAL,34.062137199999995,-118.31328239999999,Koreatown,bakery
Paris Baguette,3.1,40.0,2.0,bakery,OPERATIONAL,34.0618699,-118.30863129999999,Koreatown,bakery
Cake House,3.6,68.0,,bakery,OPERATIONAL,34.0523612,-118.3088845,Koreatown,bakery
Donut King,4.5,153.0,1.0,donut_shop,OPERATIONAL,34.0637477,-118.3009117,Koreatown,bakery
Bosco Bakery,4.4,24.0,,bakery,OPERATIONAL,34.0551603,-118.30838609999999,Koreatown,bakery
Frank 'n Hank,4.5,333.0,1.0,cocktail_bar,OPERATIONAL,34.0647274,-118.3089035,Koreatown,bar
Joopocha Gastropub,4.5,102.0,2.0,korean_restaurant,OPERATIONAL,34.0692014,-118.3048697,Koreatown,bar
Koreatown Pizza Co.,4.3,711.0,2.0,pizza_restaurant,OPERATIONAL,34.0613398,-118.3113545,Koreatown,bar
In-N-Out Burger,4.5,6357.0,1.0,hamburger_restaurant,OPERATIONAL,34.063070599999996,-118.448026,Westwood,restaurant
Mandi House مطعم بيت المندي اليمني لوس انجلس,4.8,2256.0,2.0,middle_eastern_restaurant,OPERATIONAL,34.0604982,-118.4469195,Westwood,restaurant
The Boiling Crab,4.5,2611.0,2.0,seafood_restaurant,OPERATIONAL,34.0609408,-118.4445909,Westwood,restaurant
Chick-fil-A,4.3,1762.0,1.0,fast_food_restaurant,OPERATIONAL,34.0635092,-118.44514360000001,Westwood,restaurant
STK Steakhouse,4.6,3156.0,4.0,steak_house,OPERATIONAL,34.060584299999995,-118.4439625,Westwood,restaurant
Starbucks Coffee Company,4.0,856.0,2.0,coffee_shop,OPERATIONAL,34.0625,-118.44739,Westwood,restaurant
KazuNori: The Original Hand Roll Bar,4.5,841.0,2.0,sushi_restaurant,OPERATIONAL,34.059990299999996,-118.44606470000001,Westwood,restaurant
Shamshiri Grill,4.2,2381.0,2.0,persian_restaurant,OPERATIONAL,34.0516657,-118.43829190000001,Westwood,restaurant
Toranj Restaurant,4.1,604.0,2.0,persian_restaurant,OPERATIONAL,34.0602431,-118.44294689999998,Westwood,restaurant
Denny's Restaurant,4.0,2222.0,1.0,restaurant,OPERATIONAL,34.060281499999995,-118.4430268,Westwood,restaurant
CAVA,4.5,1644.0,2.0,mediterranean_restaurant,OPERATIONAL,34.0611147,-118.44634880000001,Westwood,restaurant
Violet L.A.,4.6,233.0,2.0,french_restaurant,OPERATIONAL,34.060483399999995,-118.44433439999999,Westwood,restaurant
Barney's Beanery,4.2,1106.0,2.0,american_restaurant,OPERATIONAL,34.0617203,-118.4466525,Westwood,restaurant
Elysee Bakery & Cafe,4.2,913.0,2.0,bakery,OPERATIONAL,34.0602306,-118.44684439999999,Westwood,restaurant
Ministry of Coffee,4.1,467.0,2.0,cafe,OPERATIONAL,34.0619017,-118.44396999999998,Westwood,restaurant
Chipotle Mexican Grill,3.3,674.0,1.0,fast_food_restaurant,OPERATIONAL,34.061058599999996,-118.44631430000001,Westwood,restaurant
Bruin Plate Residential Restaurant,4.6,274.0,1.0,restaurant,OPERATIONAL,34.0717948,-118.4498788,Westwood,restaurant
Wolfsglen,4.5,381.0,2.0,restaurant,OPERATIONAL,34.0612162,-118.4445304,Westwood,restaurant
Emporium Thai,4.1,1105.0,2.0,thai_restaurant,OPERATIONAL,34.0572678,-118.44317,Westwood,restaurant
Starbucks,3.8,249.0,2.0,coffee_shop,OPERATIONAL,34.054089999999995,-118.44030000000001,Westwood,restaurant
Alfred Coffee,3.7,152.0,,coffee_shop,OPERATIONAL,34.0598478,-118.44452659999997,Westwood,cafe
Egg Tuck,4.3,220.0,1.0,breakfast_restaurant,OPERATIONAL,34.0610388,-118.44741979999999,Westwood,cafe
Kerckhoff Coffee House,4.3,196.0,1.0,coffee_shop,OPERATIONAL,34.0705911,-118.44341459999998,Westwood,cafe
7-Eleven,3.2,65.0,1.0,convenience_store,OPERATIONAL,34.0553241,-118.4412737,Westwood,cafe
Le Pain Quotidien,4.3,410.0,2.0,restaurant,OPERATIONAL,34.059633999999996,-118.44570439999998,Westwood,cafe
SIPP COFFEE HOUSE,4.4,167.0,1.0,coffee_shop,OPERATIONAL,34.054719899999995,-118.44149440000001,Westwood,cafe
Upside Down,4.8,155.0,,coffee_shop,OPERATIONAL,34.0634223,-118.4475013,Westwood,cafe
Espresso Profeta,4.3,644.0,2.0,coffee_shop,OPERATIONAL,34.0602716,-118.44421609999999,Westwood,cafe
Noah's NY Bagels,4.1,308.0,1.0,bagel_shop,OPERATIONAL,34.059353699999996,-118.44491149999998,Westwood,cafe
Mary and Robb's Westwood Cafe an American diner,4.3,703.0,2.0,american_restaurant,OPERATIONAL,34.054324,-118.4411645,Westwood,cafe
Boondocks Coffee Roasters,4.7,72.0,,coffee_shop,OPERATIONAL,34.0609861,-118.4460963,Westwood,cafe
Lazy Daisy - Westwood,3.9,208.0,2.0,breakfast_restaurant,OPERATIONAL,34.0599308,-118.4465955,Westwood,cafe
Espressoteric Coffee Co.,4.2,163.0,1.0,coffee_shop,OPERATIONAL,34.0566554,-118.44291589999999,Westwood,cafe
Bluestone Lane Westwood Coffee Shop,4.3,244.0,2.0,coffee_shop,OPERATIONAL,34.0627506,-118.44494809999998,Westwood,cafe
Dunkin',3.1,92.0,1.0,coffee_shop,OPERATIONAL,34.0617464,-118.4480639,Westwood,cafe
Starbucks Coffee Company,4.1,272.0,2.0,coffee_shop,OPERATIONAL,34.059419999999996,-118.44472,Westwood,cafe
Whole Foods Market,4.3,1135.0,3.0,grocery_store,OPERATIONAL,34.0611873,-118.44693089999998,Westwood,bakery
Ralphs Fresh Fare,4.4,1105.0,2.0,grocery_store,OPERATIONAL,34.0630182,-118.4444677,Westwood,bakery
Diddy Riese,4.6,2468.0,1.0,bakery,OPERATIONAL,34.063058500000004,-118.44685899999999,Westwood,bakery
Insomnia Cookies,4.6,345.0,2.0,dessert_shop,OPERATIONAL,34.0628719,-118.44562030000002,Westwood,bakery
Corner Bakery Cafe,4.0,808.0,2.0,cafe,OPERATIONAL,34.0621998,-118.4456257,Westwood,bakery
Stella Coffee Westwood,4.2,38.0,2.0,coffee_shop,OPERATIONAL,34.057635,-118.44725759999999,Westwood,bakery
Comoncy,4.2,56.0,2.0,cafe,OPERATIONAL,34.0583366,-118.44406980000001,Westwood,bakery
Whole Foods Bakery,3.0,1.0,,bakery,OPERATIONAL,34.061173600000004,-118.44686469999999,Westwood,bakery
Bread Head,4.4,34.0,,sandwich_shop,OPERATIONAL,34.060057199999996,-118.4447377,Westwood,bakery
Shater Abbass Bakery & Market,4.0,15.0,,bakery,OPERATIONAL,34.0545881,-118.44136759999998,Westwood,bakery
Wetzel's Pretzels,3.0,6.0,1.0,food_store,OPERATIONAL,34.0703779,-118.44420559999999,Westwood,bakery
Helena Wirth Custom Cakes,3.0,6.0,,cake_shop,OPERATIONAL,34.052504,-118.439592,Westwood,bakery
Persian Gulf Museum Restaurant - رستوران موزه خلیج فارس,4.2,108.0,2.0,restaurant,CLOSED_TEMPORARILY,34.055406,-118.442128,Westwood,bakery
Rocco's Tavern -Westwood,4.2,514.0,2.0,sports_bar,OPERATIONAL,34.0618939,-118.44768780000001,Westwood,bar
California Pizza Kitchen at Westwood,4.2,948.0,2.0,pizza_restaurant,OPERATIONAL,34.062245,-118.44721299999998,Westwood,bar
House of Meatballs,4.5,522.0,2.0,italian_restaurant,OPERATIONAL,34.0608333,-118.4466667,Westwood,bar
The Tuck Room,4.2,260.0,2.0,american_restaurant,OPERATIONAL,34.0591479,-118.4412367,Westwood,bar
Seaburry Restaurant,4.7,138.0,2.0,seafood_restaurant,OPERATIONAL,34.0555193,-118.4415693,Westwood,bar
Centerpiece hookah lounge,4.7,167.0,,hookah_bar,OPERATIONAL,34.0545742,-118.44088440000002,Westwood,bar
Monkey King,3.6,9.0,,bar,OPERATIONAL,34.0559858,-118.44190569999999,Westwood,bar
Beach House,4.3,6.0,,restaurant,OPERATIONAL,34.063080400000004,-118.4411399,Westwood,bar
Mr. Noodle,4.3,239.0,2.0,restaurant,OPERATIONAL,34.0629957,-118.4468466,Westwood,restaurant
Plateia,4.3,349.0,2.0,mediterranean_restaurant,OPERATIONAL,34.0695048,-118.44556349999999,Westwood,restaurant
Fat Sal's Deli,4.3,1106.0,2.0,sandwich_shop,OPERATIONAL,34.062519099999996,-118.4480266,Westwood,restaurant
Gogobop Korean Rice Bar,4.6,162.0,2.0,korean_restaurant,OPERATIONAL,34.0614098,-118.44647519999998,Westwood,restaurant
Taco Bell,3.7,439.0,1.0,fast_food_restaurant,OPERATIONAL,34.0627794,-118.44671960000001,Westwood,restaurant
HIBACHI PAPI,3.4,137.0,,restaurant,OPERATIONAL,34.0631378,-118.44682279999999,Westwood,restaurant
Mr. Rice,4.0,175.0,2.0,chinese_restaurant,OPERATIONAL,34.062228999999995,-118.44668009999998,Westwood,restaurant
Kopan Izakaya,4.0,513.0,2.0,japanese_restaurant,OPERATIONAL,34.0615407,-118.446501,Westwood,restaurant
The Study,4.5,153.0,,cafe,OPERATIONAL,34.0732145,-118.45215150000001,Westwood,cafe
Northern Lights Cafe,4.2,92.0,1.0,cafe,OPERATIONAL,34.074441,-118.44235099999999,Westwood,cafe
Anderson Cafe,3.3,32.0,,coffee_shop,OPERATIONAL,34.0739379,-118.44374529999997,Westwood,cafe
Bruin Cafe,4.2,68.0,1.0,cafe,OPERATIONAL,34.0726066,-118.4503324,Westwood,cafe
Cafe Synapse,3.8,47.0,2.0,cafe,OPERATIONAL,34.067109699999996,-118.4448257,Westwood,cafe
